date,product_type,price_per_ton,volume_tons,destination_country,market_indicator,price_volatility,exchange_rate_TND_USD
2018-02-17,CITRUS_FRUITS,948.62,516.19,Netherlands,RISING,0.169,3.229
2018-02-17,WHEAT,278.06,32.84,France,FALLING,0.142,2.694
2018-02-17,OLIVE_OIL,3378.49,157.67,Netherlands,STABLE,0.295,2.691
2018-02-19,OLIVE_OIL,2647.1,112.12,Saudi Arabia,RISING,0.26,3.012
2018-02-19,TOMATOES,813.76,58.4,Italy,FALLING,0.148,2.682
2018-02-21,CITRUS_FRUITS,648.58,165.12,USA,RISING,0.15,2.776
2018-02-22,DATES,1803.68,241.03,Saudi Arabia,STABLE,0.243,2.842
2018-02-26,DATES,2042.86,393.65,Italy,STABLE,0.071,3.081
2018-02-26,DATES,2048.34,90.35,Saudi Arabia,STABLE,0.135,3.041
2018-02-26,CITRUS_FRUITS,741.01,321.78,Italy,RISING,0.177,3.254
2018-02-26,WHEAT,266.57,111.37,USA,STABLE,0.152,2.64
2018-03-01,DATES,2250.72,501.37,France,RISING,0.181,3.1
2018-03-07,OLIVE_OIL,2623.51,283.39,France,FALLING,0.235,2.867
2018-03-07,DATES,2740.12,472.21,Spain,FALLING,0.155,2.976
2018-03-07,PEPPERS,1106.92,289.33,Netherlands,STABLE,0.064,2.822
2018-03-09,PEPPERS,865.86,446.91,France,STABLE,0.076,2.912
2018-03-12,WHEAT,304.39,385.09,Netherlands,STABLE,0.274,3.279
2018-03-17,TOMATOES,773.8,446.04,USA,STABLE,0.13,3.097
2018-03-19,CITRUS_FRUITS,1111.39,110.87,Spain,STABLE,0.209,2.968
2018-03-19,PEPPERS,1173.83,308.55,France,VOLATILE,0.332,2.826
2018-03-20,OLIVE_OIL,2786.81,436.72,Italy,FALLING,0.326,2.791
2018-03-22,PEPPERS,893.93,465.95,USA,FALLING,0.153,3.072
2018-03-22,OLIVE_OIL,2851.72,236.96,Saudi Arabia,VOLATILE,0.133,3.131
2018-03-22,DATES,2458.05,148.21,Saudi Arabia,STABLE,0.21,2.849
2018-03-22,OLIVE_OIL,3258.67,142.39,Netherlands,STABLE,0.249,2.989
2018-03-22,DATES,2501.21,74.24,Italy,STABLE,0.327,2.974
2018-03-26,WHEAT,335.54,111.3,Spain,VOLATILE,0.214,3.145
2018-03-27,OLIVE_OIL,3713.27,284.02,Saudi Arabia,RISING,0.191,2.886
2018-03-27,CITRUS_FRUITS,997.05,416.83,France,RISING,0.181,3.236
2018-03-27,CITRUS_FRUITS,982.31,314.92,USA,STABLE,0.393,2.809
2018-03-28,WHEAT,307.26,118.85,Saudi Arabia,STABLE,0.138,3.006
2018-03-31,OLIVE_OIL,2672.59,135.39,Germany,FALLING,0.067,2.927
2018-03-31,TOMATOES,547.38,381.73,Spain,VOLATILE,0.372,2.942
2018-03-31,WHEAT,366.57,114.89,USA,FALLING,0.364,3.106
2018-04-01,TOMATOES,673.7,202.27,Italy,RISING,0.298,2.945
2018-04-07,TOMATOES,784.02,428.53,Saudi Arabia,RISING,0.246,3.036
2018-04-07,OLIVE_OIL,2751.86,153.7,Italy,VOLATILE,0.159,2.873
2018-04-08,DATES,2071.43,335.08,USA,VOLATILE,0.395,3.06
2018-04-09,CITRUS_FRUITS,699.3,117.37,Netherlands,STABLE,0.073,2.808
2018-04-10,CITRUS_FRUITS,759.55,361.28,USA,FALLING,0.308,2.89
2018-04-14,TOMATOES,623.61,214.51,Saudi Arabia,RISING,0.232,3.034
2018-04-14,CITRUS_FRUITS,985.55,113.17,Saudi Arabia,FALLING,0.065,2.852
2018-04-14,PEPPERS,1126.53,425.4,Netherlands,FALLING,0.194,2.857
2018-04-14,CITRUS_FRUITS,992.41,189.96,Germany,STABLE,0.304,2.875
2018-04-18,WHEAT,370.01,348.79,Spain,RISING,0.211,2.984
2018-04-18,OLIVE_OIL,3293.4,312.65,Italy,STABLE,0.298,2.866
2018-04-18,TOMATOES,797.84,29.79,Saudi Arabia,VOLATILE,0.352,3.093
2018-04-18,TOMATOES,703.32,191.37,Italy,RISING,0.282,2.916
2018-04-25,DATES,2718.67,306.13,France,RISING,0.398,2.896
2018-04-26,CITRUS_FRUITS,807.97,460.6,Italy,STABLE,0.217,2.872
2018-04-29,OLIVE_OIL,4023.56,274.18,Spain,RISING,0.282,2.934
2018-05-05,PEPPERS,900.44,469.11,USA,RISING,0.386,2.803
2018-05-05,DATES,2564.5,463.96,Saudi Arabia,STABLE,0.307,3.012
2018-05-10,DATES,2031.74,99.94,Germany,FALLING,0.205,3.157
2018-05-11,WHEAT,278.24,242.2,Italy,RISING,0.229,3.179
2018-05-13,DATES,1959.5,502.48,Italy,FALLING,0.246,2.86
2018-05-14,OLIVE_OIL,4056.21,400.53,Spain,VOLATILE,0.083,2.718
2018-05-14,PEPPERS,1044.28,475.95,Italy,FALLING,0.071,3.333
2018-05-16,WHEAT,291.5,144.97,Italy,VOLATILE,0.224,2.941
2018-05-21,TOMATOES,710.77,455.05,France,RISING,0.076,3.23
2018-05-22,TOMATOES,902.88,398.58,Germany,RISING,0.347,2.987
2018-05-22,OLIVE_OIL,2973.54,119.62,Italy,RISING,0.162,2.882
2018-05-23,DATES,1796.3,485.81,Italy,FALLING,0.107,2.752
2018-05-24,CITRUS_FRUITS,1099.82,90.42,Germany,STABLE,0.271,3.192
2018-05-24,CITRUS_FRUITS,698.47,69.22,Italy,STABLE,0.125,3.122
2018-06-03,PEPPERS,953.38,235.89,USA,RISING,0.297,3.198
2018-06-03,PEPPERS,923.77,295.16,France,VOLATILE,0.264,3.23
2018-06-11,CITRUS_FRUITS,961.01,330.64,Netherlands,STABLE,0.237,2.867
2018-06-12,DATES,2835.06,248.94,Saudi Arabia,VOLATILE,0.144,3.105
2018-06-15,WHEAT,391.23,391.14,Spain,STABLE,0.296,3.049
2018-06-16,TOMATOES,717.38,301.81,USA,FALLING,0.235,2.901
2018-06-17,PEPPERS,786.78,287.26,USA,STABLE,0.212,3.009
2018-06-20,PEPPERS,953.75,116.28,Spain,STABLE,0.091,2.949
2018-06-21,OLIVE_OIL,3028.1,200.02,USA,VOLATILE,0.201,3.355
2018-06-28,CITRUS_FRUITS,924.87,447.44,USA,VOLATILE,0.179,2.514
2018-06-29,OLIVE_OIL,2616.33,93.7,USA,FALLING,0.295,3.288
2018-06-30,DATES,2783.57,239.21,Spain,FALLING,0.318,3.046
2018-07-04,WHEAT,341.4,114.24,Italy,FALLING,0.247,2.982
2018-07-05,WHEAT,406.57,252.39,Saudi Arabia,STABLE,0.2,2.773
2018-07-05,PEPPERS,1078.31,96.76,Netherlands,RISING,0.122,2.985
2018-07-05,PEPPERS,986.59,173.38,Netherlands,STABLE,0.315,3.067
2018-07-07,OLIVE_OIL,2561.14,448.73,Saudi Arabia,STABLE,0.271,3.251
2018-07-08,OLIVE_OIL,2707.71,176.03,Germany,RISING,0.21,2.684
2018-07-08,CITRUS_FRUITS,926.64,513.44,Netherlands,VOLATILE,0.352,3.079
2018-07-08,WHEAT,294.72,330.54,Spain,RISING,0.318,3.167
2018-07-08,TOMATOES,617.73,334.19,France,RISING,0.194,3.098
2018-07-09,DATES,2921.8,474.32,Saudi Arabia,STABLE,0.269,2.921
2018-07-13,CITRUS_FRUITS,713.72,377.67,Saudi Arabia,VOLATILE,0.132,2.836
2018-07-14,PEPPERS,971.63,474.64,Italy,RISING,0.166,3.236
2018-07-15,OLIVE_OIL,3298.02,224.0,Saudi Arabia,VOLATILE,0.34,2.907
2018-07-15,DATES,1923.24,507.42,France,STABLE,0.38,3.015
2018-07-21,CITRUS_FRUITS,941.03,82.77,Spain,VOLATILE,0.377,2.91
2018-07-21,DATES,2556.96,373.96,Saudi Arabia,STABLE,0.385,3.357
2018-07-24,PEPPERS,779.01,96.33,France,FALLING,0.155,2.693
2018-07-25,DATES,1937.28,513.01,Netherlands,VOLATILE,0.331,2.435
2018-07-28,CITRUS_FRUITS,903.62,286.42,Italy,RISING,0.295,3.251
2018-07-28,WHEAT,334.53,162.13,Spain,FALLING,0.181,2.676
2018-07-28,WHEAT,248.09,187.74,Italy,RISING,0.276,2.966
2018-07-28,PEPPERS,1023.62,422.72,France,STABLE,0.391,3.089
2018-07-29,TOMATOES,466.05,341.07,Saudi Arabia,STABLE,0.202,2.975
2018-07-29,CITRUS_FRUITS,907.16,218.19,Spain,FALLING,0.278,3.097
2018-07-29,WHEAT,375.53,373.13,Spain,FALLING,0.088,2.961
2018-07-29,DATES,1979.18,387.57,Germany,VOLATILE,0.099,3.106
2018-07-29,OLIVE_OIL,3028.93,510.96,Spain,RISING,0.283,3.451
2018-08-02,DATES,1689.51,324.38,Italy,FALLING,0.373,3.24
2018-08-02,CITRUS_FRUITS,1028.87,393.0,Italy,STABLE,0.074,2.794
2018-08-02,TOMATOES,769.22,361.03,France,VOLATILE,0.384,2.881
2018-08-02,DATES,1736.64,423.23,Italy,RISING,0.321,2.83
2018-08-03,WHEAT,323.18,211.56,USA,FALLING,0.077,2.628
2018-08-05,OLIVE_OIL,2291.78,481.43,Saudi Arabia,FALLING,0.208,2.903
2018-08-05,CITRUS_FRUITS,916.57,214.21,USA,RISING,0.131,3.176
2018-08-05,WHEAT,374.43,64.64,Netherlands,FALLING,0.285,2.706
2018-08-12,OLIVE_OIL,3818.53,137.43,USA,STABLE,0.236,2.962
2018-08-12,PEPPERS,1012.23,384.03,France,STABLE,0.327,2.926
2018-08-12,PEPPERS,1301.42,353.57,Saudi Arabia,VOLATILE,0.281,3.093
2018-08-12,WHEAT,286.41,98.91,USA,STABLE,0.287,2.876
2018-08-13,OLIVE_OIL,4101.32,188.18,Saudi Arabia,STABLE,0.383,2.827
2018-08-13,CITRUS_FRUITS,812.27,369.72,Germany,STABLE,0.345,2.917
2018-08-15,PEPPERS,894.06,126.21,Netherlands,VOLATILE,0.21,3.175
2018-08-18,TOMATOES,587.8,488.53,Spain,VOLATILE,0.162,2.926
2018-08-18,TOMATOES,580.56,332.18,Italy,VOLATILE,0.097,3.053
2018-08-22,CITRUS_FRUITS,1212.32,479.0,Italy,FALLING,0.153,2.827
2018-08-23,CITRUS_FRUITS,775.63,152.97,USA,RISING,0.206,2.938
2018-08-27,PEPPERS,969.65,68.36,Netherlands,VOLATILE,0.066,2.911
2018-08-27,DATES,2701.19,429.49,Italy,FALLING,0.089,2.897
2018-08-31,PEPPERS,979.34,231.8,Italy,VOLATILE,0.265,3.155
2018-09-02,DATES,1784.54,263.84,Netherlands,STABLE,0.257,3.103
2018-09-06,PEPPERS,1320.85,68.77,Italy,FALLING,0.291,2.807
2018-09-06,CITRUS_FRUITS,751.93,491.36,Netherlands,STABLE,0.233,3.102
2018-09-11,WHEAT,287.76,393.51,Netherlands,FALLING,0.335,2.978
2018-09-15,PEPPERS,1300.14,456.97,France,RISING,0.119,2.969
2018-09-22,TOMATOES,705.13,132.56,Netherlands,STABLE,0.312,3.151
2018-09-27,DATES,2173.16,265.85,France,FALLING,0.32,2.885
2018-09-27,CITRUS_FRUITS,714.9,462.0,Spain,RISING,0.385,3.092
2018-09-28,DATES,2719.15,119.03,Italy,FALLING,0.267,3.194
2018-10-02,WHEAT,314.02,492.14,Italy,STABLE,0.063,3.336
2018-10-08,PEPPERS,1261.93,442.37,Italy,RISING,0.363,3.134
2018-10-09,OLIVE_OIL,2721.49,469.93,Spain,FALLING,0.34,3.112
2018-10-09,TOMATOES,652.37,491.19,Spain,FALLING,0.159,3.243
2018-10-09,CITRUS_FRUITS,997.2,192.27,Saudi Arabia,VOLATILE,0.226,2.995
2018-10-12,CITRUS_FRUITS,746.22,301.27,USA,VOLATILE,0.31,2.71
2018-10-16,PEPPERS,823.98,423.17,Germany,VOLATILE,0.328,2.962
2018-10-16,OLIVE_OIL,2394.19,286.87,USA,FALLING,0.211,3.021
2018-10-16,OLIVE_OIL,3233.06,249.65,USA,STABLE,0.115,2.673
2018-10-16,WHEAT,271.38,512.74,Netherlands,STABLE,0.273,3.018
2018-10-16,OLIVE_OIL,3368.29,203.38,France,RISING,0.061,2.967
2018-10-16,DATES,2003.19,151.15,France,RISING,0.186,3.08
2018-10-16,WHEAT,347.01,130.79,Germany,FALLING,0.168,3.335
2018-10-19,PEPPERS,1108.19,429.9,Germany,VOLATILE,0.307,2.903
2018-10-19,OLIVE_OIL,2782.31,78.07,Italy,STABLE,0.282,3.019
2018-10-20,WHEAT,306.05,421.56,Saudi Arabia,STABLE,0.389,3.046
2018-10-20,DATES,2817.37,487.3,Germany,RISING,0.331,3.077
2018-10-20,CITRUS_FRUITS,905.44,515.61,USA,VOLATILE,0.07,3.079
2018-10-22,WHEAT,315.51,318.05,Netherlands,VOLATILE,0.193,2.783
2018-10-26,OLIVE_OIL,3165.08,449.43,Saudi Arabia,FALLING,0.094,3.378
2018-10-27,DATES,2332.22,482.44,USA,FALLING,0.394,2.974
2018-10-28,CITRUS_FRUITS,973.74,273.19,France,STABLE,0.177,3.211
2018-10-28,TOMATOES,702.58,173.64,Spain,VOLATILE,0.389,2.948
2018-10-28,CITRUS_FRUITS,1007.86,251.46,Germany,VOLATILE,0.386,3.056
2018-10-30,CITRUS_FRUITS,934.44,435.44,Germany,RISING,0.211,3.289
2018-10-30,DATES,3126.13,86.13,Italy,FALLING,0.323,3.02
2018-10-31,OLIVE_OIL,3357.24,111.86,France,RISING,0.296,2.875
2018-11-08,OLIVE_OIL,3278.78,455.23,Italy,RISING,0.319,2.887
2018-11-08,OLIVE_OIL,3481.75,441.24,Germany,RISING,0.241,3.063
2018-11-11,DATES,2067.72,488.53,Saudi Arabia,FALLING,0.189,3.222
2018-11-12,OLIVE_OIL,3968.85,31.51,Germany,VOLATILE,0.192,3.179
2018-11-18,WHEAT,262.19,336.7,France,FALLING,0.274,3.346
2018-11-19,CITRUS_FRUITS,624.56,496.5,France,VOLATILE,0.281,3.141
2018-11-19,WHEAT,269.75,91.72,Italy,RISING,0.273,3.139
2018-11-19,DATES,2264.53,263.28,Netherlands,STABLE,0.084,3.142
2018-11-19,PEPPERS,777.56,131.51,Netherlands,VOLATILE,0.214,2.742
2018-11-20,OLIVE_OIL,3464.79,363.14,Saudi Arabia,VOLATILE,0.172,3.065
2018-11-20,WHEAT,280.96,467.88,USA,FALLING,0.128,3.147
2018-11-20,PEPPERS,877.69,457.44,Germany,VOLATILE,0.335,3.053
2018-11-22,TOMATOES,656.22,489.37,Netherlands,STABLE,0.208,3.093
2018-11-23,OLIVE_OIL,2887.11,207.77,Netherlands,FALLING,0.276,3.088
2018-11-25,CITRUS_FRUITS,733.22,272.05,France,STABLE,0.298,2.786
2018-11-25,WHEAT,365.38,244.46,Netherlands,VOLATILE,0.19,3.122
2018-11-25,DATES,2473.09,117.87,Saudi Arabia,RISING,0.067,3.137
2018-11-25,PEPPERS,949.52,48.34,Spain,FALLING,0.259,3.094
2018-11-26,CITRUS_FRUITS,875.16,299.15,France,STABLE,0.245,2.889
2018-11-26,WHEAT,401.53,409.92,USA,FALLING,0.257,2.839
2018-11-30,TOMATOES,682.58,169.2,Saudi Arabia,STABLE,0.093,2.879
2018-12-01,TOMATOES,789.48,168.73,France,RISING,0.062,3.161
2018-12-01,TOMATOES,629.39,429.9,France,VOLATILE,0.257,2.896
2018-12-05,PEPPERS,796.58,76.1,Spain,RISING,0.396,2.836
2018-12-05,OLIVE_OIL,3737.59,193.71,Germany,FALLING,0.336,3.051
2018-12-09,WHEAT,383.27,35.59,France,FALLING,0.156,3.095
2018-12-17,DATES,2936.82,168.89,Netherlands,VOLATILE,0.385,2.809
2018-12-17,DATES,2761.74,458.28,France,RISING,0.359,3.081
2018-12-20,DATES,2548.71,184.32,Germany,FALLING,0.228,3.14
2018-12-27,TOMATOES,664.06,185.52,USA,RISING,0.25,3.304
2018-12-27,OLIVE_OIL,2610.91,203.42,Saudi Arabia,VOLATILE,0.223,2.938
2018-12-27,OLIVE_OIL,2652.69,321.17,France,VOLATILE,0.375,2.821
2018-12-27,TOMATOES,750.78,88.25,Saudi Arabia,RISING,0.395,2.954
2018-12-29,CITRUS_FRUITS,922.56,176.75,USA,FALLING,0.275,2.989
2018-12-29,DATES,2098.15,401.73,Germany,RISING,0.383,2.858
2018-12-29,DATES,1607.13,494.89,Italy,RISING,0.11,2.834
2018-12-29,CITRUS_FRUITS,708.81,413.09,Spain,FALLING,0.224,3.228
2019-01-03,PEPPERS,1280.56,426.76,Germany,FALLING,0.269,3.231
2019-01-05,PEPPERS,1279.55,206.22,Saudi Arabia,RISING,0.2,3.474
2019-01-07,PEPPERS,1176.57,503.86,Germany,VOLATILE,0.208,2.997
2019-01-07,OLIVE_OIL,4109.09,260.88,USA,VOLATILE,0.361,2.862
2019-01-09,CITRUS_FRUITS,956.57,381.05,Italy,VOLATILE,0.082,3.221
2019-01-10,OLIVE_OIL,2231.94,96.61,USA,VOLATILE,0.265,2.822
2019-01-10,OLIVE_OIL,2966.66,204.52,USA,VOLATILE,0.324,3.041
2019-01-11,TOMATOES,831.63,36.34,France,RISING,0.359,2.722
2019-01-11,TOMATOES,583.02,38.69,Spain,STABLE,0.082,3.176
2019-01-16,TOMATOES,773.5,234.08,Spain,STABLE,0.285,3.107
2019-01-17,WHEAT,382.52,128.8,Saudi Arabia,STABLE,0.265,3.138
2019-01-19,WHEAT,333.33,42.86,Italy,VOLATILE,0.107,3.123
2019-01-22,CITRUS_FRUITS,736.79,487.5,Saudi Arabia,VOLATILE,0.299,2.703
2019-01-22,PEPPERS,921.98,381.42,USA,RISING,0.392,2.896
2019-01-22,OLIVE_OIL,2677.11,360.15,Italy,FALLING,0.076,3.055
2019-01-26,OLIVE_OIL,3637.1,390.52,Saudi Arabia,VOLATILE,0.061,3.103
2019-01-26,CITRUS_FRUITS,962.49,319.01,Germany,VOLATILE,0.096,3.09
2019-01-31,TOMATOES,673.45,128.76,France,RISING,0.061,2.87
2019-02-02,DATES,2840.32,277.24,Spain,FALLING,0.17,2.995
2019-02-05,PEPPERS,1035.18,519.68,Spain,STABLE,0.278,3.061
2019-02-05,TOMATOES,510.04,424.67,Saudi Arabia,RISING,0.081,3.097
2019-02-05,DATES,2507.64,402.22,Saudi Arabia,RISING,0.246,3.019
2019-02-05,OLIVE_OIL,2936.24,298.31,Saudi Arabia,RISING,0.231,2.858
2019-02-06,CITRUS_FRUITS,897.68,427.63,France,RISING,0.285,2.939
2019-02-14,DATES,2207.0,142.55,Germany,RISING,0.356,2.576
2019-02-14,CITRUS_FRUITS,1023.25,352.92,France,VOLATILE,0.297,2.827
2019-02-14,OLIVE_OIL,2951.08,468.33,USA,RISING,0.217,2.885
2019-02-17,OLIVE_OIL,3847.86,169.34,Netherlands,FALLING,0.137,3.184
2019-02-17,DATES,2606.5,141.36,Spain,RISING,0.383,2.734
2019-02-17,PEPPERS,1301.03,503.65,USA,STABLE,0.158,2.946
2019-02-18,OLIVE_OIL,2755.75,137.47,USA,VOLATILE,0.392,3.02
2019-02-18,PEPPERS,1099.64,106.25,France,STABLE,0.136,3.122
2019-02-19,WHEAT,327.78,337.16,Italy,FALLING,0.33,2.815
2019-02-19,WHEAT,378.78,516.59,Saudi Arabia,RISING,0.354,2.719
2019-02-20,WHEAT,348.05,448.71,USA,FALLING,0.262,2.865
2019-02-23,DATES,2366.48,221.33,Netherlands,VOLATILE,0.254,2.899
2019-02-24,PEPPERS,1102.95,394.54,Spain,RISING,0.317,3.048
2019-03-04,CITRUS_FRUITS,862.44,362.33,USA,FALLING,0.159,2.959
2019-03-05,PEPPERS,892.0,291.44,Italy,VOLATILE,0.101,3.432
2019-03-05,CITRUS_FRUITS,988.43,64.72,Germany,RISING,0.358,2.839
2019-03-07,WHEAT,266.01,451.43,Italy,FALLING,0.213,3.123
2019-03-09,CITRUS_FRUITS,1152.18,519.27,USA,VOLATILE,0.148,3.216
2019-03-09,DATES,2484.36,351.08,Germany,STABLE,0.195,3.093
2019-03-12,WHEAT,314.9,476.85,Saudi Arabia,VOLATILE,0.201,3.088
2019-03-12,WHEAT,231.05,434.71,USA,STABLE,0.082,3.135
2019-03-13,WHEAT,307.93,286.3,Germany,FALLING,0.299,3.254
2019-03-15,TOMATOES,993.78,310.11,Saudi Arabia,RISING,0.104,2.979
2019-03-15,WHEAT,288.22,411.71,Netherlands,STABLE,0.353,3.068
2019-03-15,OLIVE_OIL,2286.15,96.18,Italy,FALLING,0.242,2.888
2019-03-16,TOMATOES,746.33,262.06,Saudi Arabia,STABLE,0.119,2.885
2019-03-16,TOMATOES,770.78,266.97,Germany,STABLE,0.086,3.217
2019-03-16,WHEAT,302.2,132.27,Spain,RISING,0.205,2.704
2019-03-16,WHEAT,310.38,408.35,Spain,FALLING,0.322,3.197
2019-03-16,TOMATOES,671.62,337.34,Netherlands,FALLING,0.064,2.95
2019-03-16,CITRUS_FRUITS,1010.47,200.27,France,RISING,0.176,3.128
2019-03-18,OLIVE_OIL,3495.7,114.27,Netherlands,FALLING,0.257,2.775
2019-03-18,CITRUS_FRUITS,801.12,404.96,Italy,RISING,0.122,2.895
2019-03-18,PEPPERS,1030.22,76.17,Netherlands,RISING,0.311,2.79
2019-03-18,DATES,1577.15,120.56,USA,RISING,0.165,2.936
2019-03-20,TOMATOES,691.26,348.98,Germany,STABLE,0.334,2.943
2019-03-22,DATES,2160.22,84.82,France,STABLE,0.369,3.094
2019-03-22,OLIVE_OIL,3192.09,402.69,Spain,VOLATILE,0.377,3.04
2019-03-24,PEPPERS,1025.69,493.14,Spain,STABLE,0.285,3.03
2019-03-26,PEPPERS,981.66,312.13,France,VOLATILE,0.111,3.284
2019-03-26,CITRUS_FRUITS,818.0,127.77,USA,FALLING,0.398,2.972
2019-03-26,TOMATOES,472.07,95.72,France,STABLE,0.287,3.117
2019-03-27,TOMATOES,630.22,449.15,Germany,RISING,0.133,2.656
2019-03-30,WHEAT,228.78,299.41,Germany,STABLE,0.257,3.104
2019-04-02,TOMATOES,534.4,82.6,Spain,VOLATILE,0.378,2.977
2019-04-04,WHEAT,368.9,440.46,USA,FALLING,0.211,3.028
2019-04-04,CITRUS_FRUITS,730.17,298.8,Germany,FALLING,0.194,3.102
2019-04-04,WHEAT,408.18,58.81,Italy,FALLING,0.245,2.968
2019-04-06,WHEAT,397.01,314.57,Italy,STABLE,0.312,2.827
2019-04-06,TOMATOES,647.89,84.85,Italy,VOLATILE,0.336,3.205
2019-04-06,TOMATOES,821.24,401.53,USA,STABLE,0.142,3.166
2019-04-06,PEPPERS,936.74,379.08,France,STABLE,0.209,2.932
2019-04-06,DATES,2779.53,63.76,USA,STABLE,0.354,2.985
2019-04-07,OLIVE_OIL,3580.63,258.52,Germany,FALLING,0.245,3.32
2019-04-08,OLIVE_OIL,2562.67,181.95,USA,FALLING,0.182,2.695
2019-04-08,OLIVE_OIL,3417.45,166.71,Spain,STABLE,0.346,3.116
2019-04-09,PEPPERS,1137.03,32.92,Italy,RISING,0.147,2.834
2019-04-09,DATES,1908.78,248.74,USA,STABLE,0.291,2.952
2019-04-11,OLIVE_OIL,2809.43,498.94,Germany,FALLING,0.336,3.331
2019-04-13,WHEAT,363.07,181.69,France,FALLING,0.387,3.014
2019-04-13,DATES,2393.22,206.24,USA,RISING,0.373,3.13
2019-04-16,DATES,2130.87,476.53,Spain,STABLE,0.375,3.019
2019-04-16,DATES,2334.18,200.73,Spain,FALLING,0.212,2.86
2019-04-16,CITRUS_FRUITS,730.89,365.72,USA,RISING,0.397,3.116
2019-04-16,DATES,1927.51,167.92,Saudi Arabia,STABLE,0.399,3.083
2019-04-16,TOMATOES,816.88,59.66,France,VOLATILE,0.202,2.848
2019-04-16,DATES,2357.94,94.27,USA,STABLE,0.153,2.954
2019-04-20,CITRUS_FRUITS,944.79,329.16,Germany,FALLING,0.222,3.09
2019-04-20,PEPPERS,1179.01,325.19,Netherlands,STABLE,0.095,3.261
2019-04-20,WHEAT,299.2,358.24,USA,FALLING,0.147,2.913
2019-04-23,WHEAT,380.01,488.66,USA,RISING,0.175,2.683
2019-04-23,TOMATOES,813.14,156.64,Italy,FALLING,0.119,3.285
2019-04-27,DATES,2820.61,494.46,Italy,RISING,0.381,3.046
2019-04-27,WHEAT,382.75,331.4,Saudi Arabia,VOLATILE,0.271,2.831
2019-04-27,TOMATOES,784.97,417.19,Germany,FALLING,0.114,2.837
2019-04-27,TOMATOES,597.48,268.38,Spain,STABLE,0.107,3.118
2019-04-28,DATES,2228.28,390.46,Saudi Arabia,STABLE,0.334,2.881
2019-04-29,TOMATOES,622.53,413.5,USA,RISING,0.366,3.142
2019-04-29,CITRUS_FRUITS,691.11,307.9,Germany,RISING,0.137,2.8
2019-04-29,WHEAT,332.72,228.02,Italy,RISING,0.303,2.867
2019-05-02,CITRUS_FRUITS,554.3,306.08,Saudi Arabia,STABLE,0.081,2.992
2019-05-02,CITRUS_FRUITS,1057.42,125.85,Saudi Arabia,RISING,0.075,2.919
2019-05-02,DATES,2530.46,308.54,USA,FALLING,0.273,2.803
2019-05-02,TOMATOES,705.96,365.38,Netherlands,VOLATILE,0.29,2.805
2019-05-02,TOMATOES,591.45,127.34,Spain,RISING,0.372,2.722
2019-05-05,DATES,2343.09,170.04,Netherlands,STABLE,0.201,3.165
2019-05-05,CITRUS_FRUITS,855.22,419.54,Saudi Arabia,VOLATILE,0.131,3.24
2019-05-05,OLIVE_OIL,3209.96,503.97,Spain,STABLE,0.123,2.787
2019-05-06,OLIVE_OIL,3627.13,258.59,Germany,RISING,0.298,2.775
2019-05-08,WHEAT,238.48,418.99,Germany,FALLING,0.064,2.967
2019-05-09,OLIVE_OIL,3684.24,506.15,Netherlands,FALLING,0.129,2.964
2019-05-09,WHEAT,392.4,179.27,Italy,FALLING,0.188,2.654
2019-05-11,PEPPERS,1141.63,279.62,France,VOLATILE,0.176,3.042
2019-05-11,PEPPERS,1304.15,462.87,Spain,STABLE,0.286,3.464
2019-05-13,CITRUS_FRUITS,730.95,360.86,Italy,FALLING,0.273,3.135
2019-05-14,CITRUS_FRUITS,952.9,493.32,Germany,STABLE,0.387,3.366
2019-05-14,DATES,2046.91,414.2,Spain,RISING,0.115,2.855
2019-05-28,WHEAT,363.46,381.14,Saudi Arabia,STABLE,0.366,3.062
2019-05-28,WHEAT,283.94,111.53,France,STABLE,0.148,2.872
2019-05-29,OLIVE_OIL,3548.4,142.11,France,VOLATILE,0.336,2.964
2019-05-29,PEPPERS,875.63,223.06,Italy,FALLING,0.324,3.02
2019-05-29,WHEAT,254.47,249.75,Netherlands,STABLE,0.267,3.104
2019-05-31,CITRUS_FRUITS,789.33,138.63,USA,FALLING,0.114,2.899
2019-05-31,DATES,1861.71,378.96,Germany,STABLE,0.357,2.918
2019-06-01,DATES,2968.51,343.79,Netherlands,VOLATILE,0.312,2.865
2019-06-01,OLIVE_OIL,2818.27,182.24,Netherlands,RISING,0.082,2.933
2019-06-01,DATES,1838.01,318.23,France,FALLING,0.193,2.89
2019-06-02,TOMATOES,551.33,356.0,Germany,FALLING,0.305,3.053
2019-06-02,PEPPERS,966.28,56.68,Germany,STABLE,0.263,2.829
2019-06-03,WHEAT,322.31,337.94,USA,VOLATILE,0.305,2.629
2019-06-03,PEPPERS,1088.24,417.81,Spain,FALLING,0.292,2.849
2019-06-05,DATES,1858.72,349.65,Spain,RISING,0.084,2.81
2019-06-09,DATES,2943.46,380.52,Saudi Arabia,RISING,0.244,3.106
2019-06-12,PEPPERS,976.73,142.14,Italy,FALLING,0.083,3.12
2019-06-12,DATES,2652.65,478.63,USA,FALLING,0.25,3.018
2019-06-14,TOMATOES,933.64,383.58,France,VOLATILE,0.244,3.029
2019-06-14,DATES,2523.14,128.09,USA,VOLATILE,0.297,3.099
2019-06-16,WHEAT,427.26,91.33,Spain,VOLATILE,0.334,2.716
